0.884065;0.888748;0.886404;0.866774;0.88482;0.886249;
1.04992;0.98919;1.0191;1.03233;1.01932;1.01733;
1.00234;0.972367;0.987241;0.984404;0.989519;0.98501;
0.87077;0.876615;0.873688;0.904076;0.897355;0.897144;
0.960255;0.915483;0.937602;0.941214;0.939061;0.937776;
1.25947;1.19084;1.22467;1.22533;1.22533;1.22517;
0.984922;0.963875;0.974341;0.980805;0.976863;0.976932;
0.904721;0.8;0.85075;0.88145;0.85211;0.851739;
1.17477;1.16552;1.17014;1.15867;1.17238;1.17508;
1.10629;1.02584;1.0653;1.07459;1.06654;1.06445;
0.947708;0.890697;0.918761;0.917737;0.92188;0.925655;
0.999859;1.0103;1.00507;0.984416;1.00672;1.00543;
0.837633;0.832283;0.834954;0.825703;0.834979;0.834907;
1.10495;1.08148;1.09315;1.09279;1.09279;1.09288;
0.937612;0.90445;0.920882;0.929695;0.922313;0.922969;
1.07053;1.05448;1.06247;1.06334;1.06291;1.06274;
0.945289;0.934165;0.939711;0.940369;0.940314;0.940367;
0.974213;0.957668;0.965905;0.960624;0.966254;0.965436;
0.957009;0.936635;0.946767;0.953978;0.948068;0.951719;
1.06886;1.0586;1.06372;1.06323;1.06489;1.06494;
1.00397;0.996118;1.00004;1.00166;1.00054;1.00045;
1.1094;1.08649;1.09788;1.09759;1.09759;1.09766;
1.02863;1.01985;1.02423;1.01952;1.0251;1.02361;
0.920628;0.870403;0.895163;0.9031;0.896251;0.895224;
1.07487;1.04353;1.05909;1.06408;1.05985;1.05934;
0.873125;0.84424;0.858561;0.862425;0.859676;0.858893;
1.04579;1.01814;1.03187;1.03484;1.03295;1.03254;
1.0742;1.05764;1.06589;1.0611;1.06629;1.06653;
1.04973;1.02665;1.03812;1.04149;1.03969;1.03977;
0.865672;0.807976;0.836327;0.837993;0.837993;0.837579;
1.09438;1.05434;1.07417;1.07879;1.07718;1.07704;
1.19423;1.14599;1.16986;1.17707;1.17108;1.17117;
1.05872;1.03316;1.04586;1.04814;1.04715;1.0475;
1.07633;1.03909;1.05755;1.06737;1.06136;1.06199;
0.984586;0.959512;0.971968;0.974392;0.975412;0.974577;
0.970526;0.940609;0.95545;0.955221;0.955493;0.954909;
1.0412;1.00107;1.02094;1.02525;1.02091;1.02038;
0.88469;0.843146;0.863669;0.865324;0.865324;0.864912;
0.988136;0.943597;0.96561;0.973628;0.967599;0.966814;
1.00914;0.967013;0.987855;0.99326;0.988546;0.988504;
1.0348;1.00099;1.01776;1.02269;1.01922;1.01874;
1.04957;1.02053;1.03495;1.03648;1.0355;1.03507;
0.971267;0.946879;0.958995;0.956547;0.959488;0.958936;
1.07823;1.05444;1.06627;1.06303;1.0689;1.0658;
1.12734;1.10176;1.11448;1.10722;1.11636;1.12028;
1.2031;1.16954;1.1862;1.18614;1.18614;1.18616;
1.04207;1.03057;1.0363;1.06858;1.05976;1.06249;
0.876065;0.83673;0.856172;0.854285;0.857103;0.856711;
0.97124;0.931955;0.951394;0.955257;0.954105;0.953905;
1.03709;0.989538;1.01304;1.01811;1.01638;1.01695;
0.870013;0.760162;0.813235;0.842885;0.819032;0.819602;
1.12202;1.04525;1.08295;1.10006;1.08715;1.08757;
1.12269;1.08341;1.10287;1.10479;1.10302;1.10222;
1.11586;1.07254;1.09399;1.09437;1.09437;1.09429;
1.00342;0.962775;0.982889;0.986175;0.982782;0.982743;
0.987815;0.950442;0.968948;0.973733;0.969843;0.969546;
1.09244;1.06595;1.07912;1.08266;1.08001;1.08036;
0.905863;0.866185;0.885801;0.890111;0.88709;0.886837;
1.1416;1.07245;1.10649;1.11589;1.10662;1.10711;
0.96686;0.932277;0.949411;0.946116;0.949871;0.949808;
1.10328;1.0655;1.08422;1.08776;1.08455;1.08427;
0.958617;0.935452;0.946963;0.946929;0.946929;0.946937;
0.950858;0.899775;0.924964;0.937151;0.929955;0.931087;
0.972658;0.945712;0.95909;0.969821;0.966155;0.966038;
1.0072;0.997188;1.00218;0.990751;1.00343;1.00361;
1.07702;1.04613;1.06146;1.05618;1.06234;1.06221;
1.06887;1.02618;1.04731;1.04913;1.04845;1.04827;
0.966407;0.915554;0.940637;0.948974;0.941618;0.941543;
1.06843;1.02548;1.04673;1.05336;1.04818;1.04874;
1.05549;1.01503;1.03506;1.03488;1.03488;1.03492;
0.968771;0.941911;0.955246;0.966142;0.961913;0.961164;
0.968734;0.927948;0.948122;0.947409;0.949075;0.949684;
0.940184;0.901799;0.920791;0.924963;0.92119;0.920524;
0.96068;0.925251;0.942799;0.946031;0.944237;0.944162;
0.98908;0.95684;0.972826;0.976017;0.973716;0.973477;
1.15025;1.11807;1.13405;1.137;1.13493;1.1346;
1.10346;1.06434;1.08372;1.08907;1.08513;1.08547;
1.11567;1.07102;1.09312;1.09383;1.09383;1.09366;
1.02687;0.984716;1.00557;1.00964;1.00636;1.00627;
1.0591;1.02966;1.04428;1.04706;1.04459;1.04469;
1.04717;1.01196;1.02941;1.03334;1.02938;1.02867;
0.943155;0.914073;0.9285;0.934554;0.930722;0.930571;
1.02535;0.987703;1.00635;1.01152;1.00755;1.00777;
0.940301;0.897826;0.918818;0.920289;0.920369;0.920627;
1.05473;0.999987;1.02699;1.0365;1.02991;1.03006;
0.973924;0.939682;0.95665;0.956493;0.956493;0.956529;
0.967485;0.927556;0.947311;0.955068;0.949478;0.949953;
1.00824;0.980209;0.994125;0.998067;0.995528;0.995354;
1.08126;1.03756;1.05919;1.06487;1.06005;1.06016;
1.08336;1.04345;1.06322;1.06809;1.06414;1.06412;
1.02122;0.982341;1.00159;1.00662;1.00352;1.00348;
1.10596;1.09153;1.09872;1.0909;1.10039;1.09801;
1.05045;1.01941;1.03481;1.03121;1.03441;1.039;
0.977714;0.952772;0.965162;0.965041;0.965041;0.965072;
0.95236;0.917771;0.934905;0.939189;0.936361;0.936969;
0.991726;0.947439;0.96933;0.967831;0.970414;0.971316;
0.965112;0.920956;0.942776;0.94733;0.942763;0.942477;
0.972727;0.951784;0.962198;0.96223;0.963062;0.962911;
1.05346;1.02125;1.03723;1.04151;1.0384;1.03872;
0.981106;0.956585;0.968768;0.970652;0.969368;0.969202;
1.06326;1.02651;1.04473;1.05105;1.04581;1.0461;
1.10042;1.06942;1.08481;1.08502;1.08502;1.08497;
1.03808;1.01674;1.02735;1.02711;1.02792;1.02778;
1.02956;1.01247;1.02098;1.02146;1.02235;1.02143;
1.0626;1.03736;1.0499;1.05174;1.05118;1.05192;
1.00802;0.976823;0.9923;0.995676;0.992625;0.992403;
1.12094;1.09146;1.1061;1.10619;1.10749;1.10755;
0.889956;0.863096;0.876423;0.865343;0.876477;0.876714;
0.982985;0.947265;0.96496;0.968838;0.965672;0.964964;
0.998966;0.974321;0.986567;0.986761;0.986761;0.986714;
0.937659;0.916829;0.927186;0.929504;0.927976;0.927809;
1.03123;1.00839;1.01975;1.02241;1.02064;1.02107;
0.918649;0.894663;0.906577;0.910607;0.907633;0.907577;
1.23557;1.1944;1.21481;1.21634;1.2151;1.2151;
1.08312;1.04647;1.06464;1.06832;1.06504;1.06522;
0.990755;0.978324;0.98452;0.979715;0.987884;0.983716;
1.08126;1.06543;1.07332;1.06184;1.0707;1.07598;
1.00282;0.975208;0.988915;0.989019;0.989019;0.988993;
1.08518;1.05364;1.06929;1.06984;1.07023;1.07017;
0.892812;0.86877;0.880709;0.87464;0.881012;0.880759;
1.03899;1.0122;1.0255;1.02599;1.02636;1.02619;
0.955359;0.92368;0.939386;0.943436;0.940359;0.940119;
1.21992;1.24268;1.23125;1.25751;1.26271;1.27339;
1.03245;0.992805;1.01243;1.01921;1.01332;1.01285;
