0.992083;0.986923;0.9895;0.989401;0.989401;0.989425;
0.959589;0.967845;0.963708;0.957921;0.965353;0.966398;
0.944609;0.939694;0.942148;0.940848;0.943209;0.943433;
0.960387;0.930018;0.945081;0.946293;0.947107;0.946468;
1.11994;1.10437;1.11212;1.11077;1.12115;1.12259;
1.28828;1.27016;1.27919;1.27321;1.28138;1.28427;
0.916023;1.05584;0.983451;1.05492;1.05765;1.06113;
0.979508;0.991763;0.985616;0.977861;0.986865;0.987416;
1.13396;1.12669;1.13032;1.12395;1.13071;1.13148;
1.10858;1.09958;1.10407;1.10389;1.10389;1.10393;
1.03505;1.02694;1.03099;1.03279;1.03128;1.03214;
0.904116;0.887494;0.895766;0.894724;0.896368;0.895981;
0.930708;0.898809;0.91462;0.917802;0.913831;0.915246;
0.978247;0.918094;0.947693;0.956646;0.949979;0.950199;
1.19652;1.15122;1.17365;1.18061;1.17562;1.17719;
1.06912;1.04628;1.05764;1.06301;1.05913;1.05939;
1.00885;0.991009;0.999892;1.00578;1.00008;1.00037;
0.995188;0.989536;0.992358;0.992486;0.992486;0.992454;
0.988977;0.98775;0.988363;0.988233;0.988407;0.988396;
1.03111;1.02635;1.02873;1.02874;1.02855;1.0284;
1.00061;0.996194;0.998401;0.999517;0.998535;0.998704;
0.971503;0.997733;0.98453;0.997498;0.998102;0.998088;
0.996436;0.979935;0.988151;0.99514;0.99085;0.994293;
1.00204;0.99836;1.0002;0.999599;0.999728;0.998697;
0.998537;0.99323;0.99588;0.99716;0.996302;0.996805;
0.982562;0.978288;0.980423;0.980533;0.980533;0.980506;
0.869806;0.932035;0.900383;0.946597;0.942935;0.941317;
0.973044;0.971334;0.972189;0.984363;0.981029;0.981028;
1.16688;1.11636;1.14134;1.14195;1.13754;1.11168;
1.00315;0.976059;0.989509;1.00111;0.991258;0.997711;
0.82399;0.896747;0.859599;0.90009;0.908519;0.906112;
1.06507;1.11991;1.09215;1.10674;1.12404;1.12775;
1.07658;1.06714;1.07185;1.07029;1.07065;1.07075;
1.01877;1.00054;1.00961;1.00762;1.00762;1.0081;
0.99944;0.965646;0.982398;0.98971;0.988215;0.992526;
1.03965;1.04379;1.04172;1.02644;1.04306;1.04189;
0.976274;0.972158;0.974214;0.965646;0.973983;0.973591;
0.958611;0.936239;0.947359;0.949254;0.948458;0.949022;
1.00109;0.987768;0.994407;0.994021;0.997045;0.995469;
0.907847;0.904898;0.906371;0.919877;0.92028;0.918323;
1.02393;0.97577;0.99956;0.991277;1.00582;1.00699;
1.1567;1.08611;1.12085;1.1228;1.1228;1.12231;
0.911898;0.956114;0.933745;1.00124;0.983915;0.977585;
1.0075;0.940045;0.973188;0.981015;0.987515;0.993395;
1.10848;1.05654;1.0822;1.08435;1.08759;1.09137;
1.14528;1.06409;1.10394;1.1082;1.10405;1.10605;
1.05259;1.02801;1.04023;1.03325;1.0416;1.04148;
1.02573;0.987918;1.00665;1.00763;1.00745;1.01003;
0.951635;0.951368;0.951502;0.939166;0.951662;0.95209;
0.861277;0.810043;0.835267;0.836287;0.836287;0.836033;
1.05326;1.01487;1.03389;1.01127;1.03094;1.03279;
0.705151;0.926025;0.808076;0.934934;0.945896;0.940379;
1.01661;0.984802;1.00058;0.987906;1.01369;1.01118;
1.30253;1.28157;1.29201;1.25817;1.29256;1.29115;
1.02624;1.02275;1.02449;0.976647;1.02807;1.02673;
0.900093;0.890851;0.89546;0.873139;0.89498;0.894183;
1.10545;1.06376;1.0844;1.06661;1.08445;1.08619;
0.813782;0.667904;0.737244;0.750341;0.750341;0.746983;
1.01542;0.992837;1.00407;1.00617;1.00426;1.00459;
0.977598;0.843453;0.908052;0.953291;0.915932;0.937868;
0.947087;0.920338;0.933617;0.940924;0.937258;0.935517;
0.94945;0.972526;0.960919;0.925176;0.960854;0.960408;
0.905434;0.913419;0.909418;0.895751;0.91065;0.906496;
1.04471;1.04994;1.04732;1.0334;1.05212;1.05449;
1.23951;1.19433;1.21671;1.2267;1.222;1.22406;
1.2022;1.16552;1.18372;1.18334;1.18334;1.18343;
1.15041;1.13263;1.14148;1.11833;1.14886;1.15366;
0.781467;0.755519;0.768383;0.750203;0.770953;0.768195;
1.12615;1.0746;1.10007;1.10399;1.10151;1.1046;
1.02404;1.01288;1.01845;1.01619;1.01819;1.01802;
1.00874;0.99675;1.00273;0.999433;1.00335;1.00311;
0.992774;0.993321;0.993048;0.980392;0.994351;0.993516;
1.16606;1.07501;1.11961;1.13588;1.11726;1.11325;
1.03481;0.999185;1.01684;1.01672;1.01672;1.01675;
1.06931;1.09408;1.08162;1.06531;1.09082;1.08822;
1.17952;1.21817;1.19869;1.18253;1.22795;1.228;
0.811012;0.750154;0.77999;0.747461;0.780373;0.775043;
1.39734;1.20554;1.2979;1.28049;1.32026;1.34268;
0.799019;0.768915;0.783823;0.732875;0.78017;0.783346;
0.910969;0.94519;0.927922;0.93945;0.945996;0.949223;
1.10593;1.04177;1.07337;1.09004;1.07537;1.07456;
0.929474;0.884096;0.906501;0.908904;0.908904;0.908302;
0.969092;0.939679;0.954272;0.953935;0.955145;0.955447;
0.946242;1.02372;0.984221;1.00978;1.02978;1.02925;
